2019-03-26T13:00:15,C,230,130,Y,180,0,H,0,0
2019-03-26T13:10:15,C,230,132,Y,180,0,H,0,0
2019-03-26T13:20:15,C,230,127,Y,180,0,H,0,0
2019-03-26T13:30:15,C,230,128,Y,180,0,H,0,0
2019-03-26T13:40:16,C,230,129,Y,180,0,H,0,0
2019-03-26T13:50:15,C,230,128,Y,180,0,H,0,0
2019-03-26T14:00:16,C,230,126,Y,180,0,H,0,0
2019-03-26T14:10:17,C,230,122,Y,180,0,H,0,0
2019-03-26T14:20:16,C,230,123,Y,180,0,H,0,0
2019-03-26T14:30:16,C,230,123,Y,180,0,H,0,0
2019-03-26T14:40:17,C,230,124,Y,180,0,H,0,0
2019-03-26T14:50:15,C,230,120,Y,180,0,H,0,0
2019-03-26T15:00:15,C,230,120,Y,180,0,H,0,0
2019-03-26T15:12:15,C,230,119,Y,180,0,H,0,0
2019-03-26T15:20:15,C,230,120,Y,180,0,H,0,0
2019-03-26T15:30:16,C,230,120,Y,180,0,H,0,0
2019-03-26T15:40:16,C,230,117,Y,180,0,H,0,0
2019-03-26T15:50:16,C,230,115,Y,180,0,H,0,0
2019-03-26T16:00:16,C,230,110,Y,180,0,H,0,0
2019-03-26T16:10:15,C,230,112,Y,180,0,H,0,0
2019-03-26T16:20:15,C,230,118,Y,180,0,H,0,0
2019-03-26T16:30:17,C,230,115,Y,180,0,H,0,0
2019-03-26T16:42:15,C,230,109,Y,180,0,H,0,0
2019-03-26T16:52:16,C,230,112,Y,180,0,H,0,0
2019-03-26T17:00:16,C,230,113,Y,180,0,H,0,0
2019-03-26T17:10:16,C,230,116,Y,180,0,H,0,0
2019-03-26T17:20:15,C,230,112,Y,180,0,H,0,0
2019-03-26T17:30:15,C,230,111,Y,180,0,H,0,0
2019-03-26T17:40:16,C,230,108,Y,180,0,H,0,0
2019-03-26T17:50:16,C,230,106,Y,180,0,H,0,0
2019-03-26T18:12:15,C,230,100,Y,180,0,H,0,0
2019-03-26T18:32:16,C,230,89,Y,180,0,H,0,0
2019-03-26T18:42:15,C,230,79,Y,180,0,H,0,0
2019-03-26T18:52:15,C,230,81,Y,180,0,H,0,0
2019-03-26T19:02:16,C,230,67,Y,180,0,H,0,0
2019-03-26T19:12:16,C,230,57,Y,180,0,H,0,0
2019-03-26T19:22:15,C,230,48,Y,180,0,H,0,0
2019-03-26T19:32:15,C,230,38,Y,180,0,H,0,0
2019-03-26T19:42:16,C,230,23,Y,180,0,H,0,0
2019-03-26T19:52:16,C,230,19,Y,180,0,H,0,0
2019-03-26T20:02:15,C,230,15,Y,180,0,H,0,0
2019-03-26T20:12:16,C,230,20,Y,180,0,H,0,0
2019-03-26T20:22:15,C,230,19,Y,180,0,H,0,0
2019-03-26T20:32:16,C,230,23,Y,180,0,H,0,0
2019-03-26T20:42:15,C,230,15,Y,180,0,H,0,0
2019-03-26T20:52:15,C,230,17,Y,180,0,H,0,0
2019-03-26T21:02:16,C,230,14,Y,180,0,H,0,0
2019-03-26T21:14:16,C,230,28,Y,180,0,H,0,0
2019-03-26T21:22:15,C,230,52,Y,180,0,H,0,0
2019-03-26T21:32:16,C,230,50,Y,180,0,H,0,0
2019-03-26T21:42:16,C,230,46,Y,180,0,H,0,0
2019-03-26T21:54:15,C,230,46,Y,180,0,H,0,0
2019-03-26T22:02:15,C,230,43,Y,180,0,H,0,0
2019-03-26T22:12:16,C,230,42,Y,180,0,H,0,0
2019-03-26T22:22:16,C,230,44,Y,180,0,H,0,0
2019-03-26T22:32:16,C,230,43,Y,180,0,H,0,0
2019-03-26T22:42:16,C,230,42,Y,180,0,H,0,0
2019-03-26T22:52:16,C,230,39,Y,180,0,H,0,0
2019-03-26T23:04:16,C,230,37,Y,180,0,H,0,0
2019-03-26T23:14:17,C,230,39,Y,180,0,H,0,0
2019-03-26T23:24:16,C,230,35,Y,180,0,H,0,0
2019-03-26T23:34:16,C,230,33,Y,180,0,H,0,0
2019-03-26T23:44:16,C,230,32,Y,180,0,H,0,0
2019-03-26T23:54:16,C,230,31,Y,180,0,H,0,0
2019-03-27T00:04:18,C,230,25,Y,180,0,H,0,0
2019-03-27T00:12:17,C,230,26,Y,180,0,H,0,0
2019-03-27T00:22:17,C,230,26,Y,180,0,H,0,0
2019-03-27T00:28:17,C,230,26,Y,180,0,H,0,0
2019-03-27T00:42:17,C,230,26,Y,180,0,H,0,0
2019-03-27T00:54:17,C,230,25,Y,180,0,H,0,0
2019-03-27T01:04:21,C,230,25,Y,180,0,H,0,0
2019-03-27T01:08:14,C,230,25,Y,180,0,H,0,0
2019-03-27T01:22:15,C,230,25,Y,180,0,H,0,0
2019-03-27T01:32:59,C,230,25,Y,180,0,H,0,0
2019-03-27T01:44:53,C,230,25,Y,180,0,H,0,0
2019-03-27T01:52:58,C,230,25,Y,180,0,H,0,0
2019-03-27T02:02:50,C,230,25,Y,180,0,H,0,0
2019-03-27T02:14:51,C,230,24,Y,180,0,H,0,0
2019-03-27T02:24:16,C,230,24,Y,180,0,H,0,0
2019-03-27T02:34:17,C,230,24,Y,180,0,H,0,0
2019-03-27T02:44:17,C,230,24,Y,180,0,H,0,0
2019-03-27T02:56:16,C,230,23,Y,180,0,H,0,0
2019-03-27T03:14:17,C,230,23,Y,180,0,H,0,0
2019-03-27T03:26:15,C,230,24,Y,180,0,H,0,0
2019-03-27T03:34:16,C,230,24,Y,180,0,H,0,0
2019-03-27T03:44:16,C,230,24,Y,180,0,H,0,0
2019-03-27T03:54:16,C,230,33,Y,180,0,H,0,0
2019-03-27T04:04:18,C,230,33,Y,180,0,H,0,0
2019-03-27T04:14:16,C,230,32,Y,180,0,H,0,0
2019-03-27T04:24:17,C,230,32,Y,180,0,H,0,0
2019-03-27T04:36:16,C,230,32,Y,180,0,H,0,0
2019-03-27T04:44:17,C,230,31,Y,180,0,H,0,0
2019-03-27T04:54:16,C,230,32,Y,180,0,H,0,0
2019-03-27T05:06:16,C,230,31,Y,180,0,H,0,0
2019-03-27T05:14:16,C,230,32,Y,180,0,H,0,0
2019-03-27T05:24:17,C,230,32,Y,180,0,H,0,0
2019-03-27T05:34:17,C,230,33,Y,180,0,H,0,0
2019-03-27T05:44:16,C,230,33,Y,180,0,H,0,0
2019-03-27T05:54:16,C,230,34,Y,180,0,H,0,0
2019-03-27T06:06:16,C,230,38,Y,180,0,H,0,0
2019-03-27T06:14:17,C,230,39,Y,180,0,H,0,0
